descriptor;source device;target device;app;screenshot;precision;recall;time;mode
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Appunti_4.02.1082481;Screenshot_0;1;1;12.139;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;appunti_scritto_0.0.16;Screenshot_0;1;1;0.6752;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;ASCII_Text_Symbols_1.0;Screenshot_0;0.8529;0.7838;0.837;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Bangla_Note_2.3;Screenshot_0;1;1;0.6985;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Belt.io_1.0.1;Screenshot_0;1;1;10.896;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Catch_Notes_5.2.11;Screenshot_0;0.6667;1;0.7577;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Cek_Pulsa_Kuota_Semua_Operator_Seluler_1.2;Screenshot_0;0.9412;1;1.12;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Character_Story_Planner_2_1.91;Screenshot_0;1;1;0.7666;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Clipboard_Contents_6.3.1.10;Screenshot_0;1;0.8571;0.6769;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Clipboard_Manager_4;Screenshot_0;0.6667;0.5;0.729;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;ColorNote_Notepad_4.1.4;Screenshot_0;1;1;0.7251;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Cute_Text_Photo_Maker_and_Editor_1.0;Screenshot_0;1;1;0.9531;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Death_Note_3.1.5;Screenshot_0;1;1;0.7986;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Diario_Segreto_2.8;Screenshot_0;1;1;0.9153;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Document_Manager_1.9;Screenshot_0;0.5714;0.5714;0.6895;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Fancy_Text_Free_3.5;Screenshot_0;1;1;0.7547;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Fast_Notepad_1.4.4;Screenshot_0;1;0.75;0.6305;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Floating_Stickies_2.1;Screenshot_0;1;0.4286;0.9625;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;GenialWriting_1.38.0811;Screenshot_0;1;1;10.391;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;GirlsDiary_1.9.5;Screenshot_0;1;1;0.7726;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;GNotes_1.8.3.8;Screenshot_0;0.875;1;0.7063;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;GO_Note_Widget_2.33;Screenshot_0;0.8571;0.8571;0.8257;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Handrite_2.16;Screenshot_0;1;1;0.7011;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Handy_Journal_3.1.3;Screenshot_0;1;1;10.505;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Hashnote_1.5.1;Screenshot_0;1;1;10.199;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;iPhone_Notifications_Lite_6.4;Screenshot_0;1;1;0.9831;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;JotterPad_12.10.3-pi;Screenshot_0;1;1;0.7899;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Just_Note_1.1.1;Screenshot_0;1;1;11.848;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Khmer_Notes_1.0.3;Screenshot_0;1;1;0.8299;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Kingsoft_Clip_1.0.1_1.5.1;Screenshot_0;1;1;0.9447;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Magnum_Opus_1.22;Screenshot_0;0.5;0.3333;0.6368;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Mindjet_Maps_4.1;Screenshot_0;0;0;0.6849;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Mio_Diario_2.0.19;Screenshot_0;1;1;0.7974;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;MyBitCast_1.0.17.7621;Screenshot_0;1;0.6;0.9994;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Gratitude_journal_-_Private_Diary_3.0.7;Screenshot_0;1;1;11.093;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;My_Diary_6.1;Screenshot_0;1;0.9697;10.022;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Password_Notes_1.0;Screenshot_0;1;0.8;0.7737;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Secure_Notes_1.4.4;Screenshot_0;1;1;0.6943;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Native_Clipboard_4.7.2;Screenshot_0;1;1;0.8806;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;NOTA_2.13;Screenshot_0;1;1;0.6472;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;NoteLedge_Lite_1.4.1;Screenshot_0;0.9091;0.9091;10.088;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;notePad+_3.2.10;Screenshot_0;0.9;1;12.497;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notepad_(Blocco_note)_2.3.8;Screenshot_0;1;1;0.8332;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notepad_Plus_-_To-Do_&_Diary_1.2.0;Screenshot_0;1;1;0.7158;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notes_(Beta)_1.07;Screenshot_0;0.8;0.7273;0.8618;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notes_Plus_1.0.0;Screenshot_0;0.875;0.875;0.7007;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notes_with_Password_0.1;Screenshot_0;1;0.8;0.792;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Notif_0.7.1;Screenshot_0;1;1;0.7829;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;NTW_Lite!_1.89b;Screenshot_0;1;1;0.7165;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;OCR_Scanner_-_Text_to_Speech._Voice_to_Text_1.4;Screenshot_0;1;1;0.8056;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Office_365_Admin_3.5.0.0;Screenshot_0;0.8333;1;0.8096;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Office_Documents_Viewer_(Free)_1.26.19;Screenshot_0;1;1;0.7235;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;OI_Notepad_1.3;Screenshot_0;0.8333;1;12.888;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Open365_2.0.4;Screenshot_0;1;1;0.7485;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Open_Note_1.2.2016;Screenshot_0;0.8333;0.8333;0.6469;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Paper_Formats_v7;Screenshot_0;1;0.92;0.8001;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;PostStatut_5;Screenshot_0;0.9412;1;0.7332;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Quickoffice_-_Google_Apps_6.5.1.12;Screenshot_0;1;1;0.8841;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;QuickThoughts_2.17.6;Screenshot_0;1;1;0.8619;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Quick_Notes_1.0.2;Screenshot_0;1;0.7778;0.8276;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Quick_Notes_1.3.0;Screenshot_0;1;1;21.506;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Quotes_Kingdom_1.0;Screenshot_0;1;1;0.7407;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;QwickNote_1.0;Screenshot_0;1;1;10.572;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Read_Out_1.0.0;Screenshot_0;1;0.75;0.7047;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Safe_Notes_1.7;Screenshot_0;1;1;0.7504;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Schedule_Deluxe_3.7.2;Screenshot_0;0.8333;1;0.8769;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;SC_2.0;Screenshot_0;0.7778;1;1.137;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Secret_Notes2_1.2;Screenshot_0;1;1;12.839;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;SimpleNotes_3.6.1;Screenshot_0;1;1;0.9988;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Simple_Notepad_1.8.8;Screenshot_0;1;1;0.6634;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Speechnotes_1.69;Screenshot_0;1;1;10.547;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Status_New_3.9;Screenshot_0;0.9677;0.9677;0.9436;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Sync_Notes_-_Notepad_5.0;Screenshot_0;1;1;0.8641;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Tamil_Keyboard_1.6.2;Screenshot_0;0.6;1;0.961;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Tasks_&_Notes_11.7.11;Screenshot_0;0.9412;1;0.8347;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Texpand_1.8.7;Screenshot_0;1;1;0.6984;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;TextWarrior_0.93;Screenshot_0;1;1;0.631;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Text_Scanner_(Scan_Computer)_-_Voice_Read_Pro;Screenshot_0;1;1;0.7075;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Text_Viewer_0.1.11;Screenshot_0;0.75;1;0.7198;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;To-Do_List_Widget_2.0;Screenshot_0;1;0.9231;0.8464;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Todoist_15.0.3;Screenshot_0;1;0.75;0.8558;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;To_Do_Reminder_2.68.50;Screenshot_0;1;1;0.8223;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Turbo_Editor_2.4;Screenshot_0;1;0.8571;0.6961;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Txt_Reader_e_Writer_1.9;Screenshot_0;1;1;0.6965;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Unicode_-_Bijoy_Converter_2.0.0;Screenshot_0;1;0.8571;0.7944;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Voice_to_Text_1.0.0;Screenshot_0;1;0.8333;0.7347;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;WeNote_1.89;Screenshot_0;0.9;0.9;0.714;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;WhatTheFont_1.1.1;Screenshot_0;0.4091;0.75;11.826;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Writeaday_2.7.0;Screenshot_0;1;0.6667;0.807;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Writeometer_1.9.1;Screenshot_0;1;1;0.8761;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Writer_1.1;Screenshot_0;0.8;1;0.6541;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Writer_Plus_1.46;Screenshot_0;0;0;0.6232;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_4;Write_Urdu_On_Photo_1.0.5;Screenshot_0;1;1;0.8258;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;AcsNote_8.03;Screenshot_0;1;0.3793;0.8969;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Appunti_4.02.1082481;Screenshot_0;1;1;20.164;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;appunti_scritto_0.0.16;Screenshot_0;1;1;0.8941;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;ASCII_Text_Symbols_1.0;Screenshot_0;0.8793;0.6623;10.792;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Bangla_Note_2.3;Screenshot_0;1;1;0.91;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Belt.io_1.0.1;Screenshot_0;0.6667;1;12.277;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Catch_Notes_5.2.11;Screenshot_0;1;1;0.9897;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Cek_Pulsa_Kuota_Semua_Operator_Seluler_1.2;Screenshot_0;0.7647;1;15.021;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Character_Story_Planner_2_1.91;Screenshot_0;1;0.875;0.8916;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Clipboard_Contents_6.3.1.10;Screenshot_0;1;1;0.8239;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Clipboard_Manager_4;Screenshot_0;1;1;0.8884;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;ColorNote_Notepad_4.1.4;Screenshot_0;1;1;0.8687;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Cute_Text_Photo_Maker_and_Editor_1.0;Screenshot_0;1;1;12.055;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Death_Note_3.1.5;Screenshot_0;1;1;11.201;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Diario_Segreto_2.8;Screenshot_0;1;1;11.578;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Document_Manager_1.9;Screenshot_0;0.75;0.75;0.8892;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Fancy_Text_Free_3.5;Screenshot_0;1;1;0.9388;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Fast_Notepad_1.4.4;Screenshot_0;1;0.75;0.832;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Floating_Stickies_2.1;Screenshot_0;1;0.5714;11.576;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;GenialWriting_1.38.0811;Screenshot_0;1;1;12.199;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;GirlsDiary_1.9.5;Screenshot_0;1;1;0.9842;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;GNotes_1.8.3.8;Screenshot_0;1;0.875;0.9279;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;GO_Note_Widget_2.33;Screenshot_0;1;1;10.933;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Handrite_2.16;Screenshot_0;1;1;0.9336;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Handy_Journal_3.1.3;Screenshot_0;1;1;11.441;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Hashnote_1.5.1;Screenshot_0;0.75;1;12.058;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;iPhone_Notifications_Lite_6.4;Screenshot_0;1;1;12.319;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;JotterPad_12.10.3-pi;Screenshot_0;1;1;10.295;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Just_Note_1.1.1;Screenshot_0;1;1;14.779;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Khmer_Notes_1.0.3;Screenshot_0;1;1;1.034;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Kingsoft_Clip_1.0.1_1.5.1;Screenshot_0;1;1;1.212;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Magnum_Opus_1.22;Screenshot_0;1;1;0.9033;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Mindjet_Maps_4.1;Screenshot_0;1;1;0.9334;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Mio_Diario_2.0.19;Screenshot_0;1;1;10.371;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;MyBitCast_1.0.17.7621;Screenshot_0;1;0.6;12.297;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Gratitude_journal_-_Private_Diary_3.0.7;Screenshot_0;1;0.6667;12.662;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;My_Diary_6.1;Screenshot_0;1;0.9697;11.764;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Password_Notes_1.0;Screenshot_0;1;0.8;10.643;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Secure_Notes_1.4.4;Screenshot_0;1;1;0.9135;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Native_Clipboard_4.7.2;Screenshot_0;0.5;0.3333;0.9344;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;NOTA_2.13;Screenshot_0;1;0.6667;0.8399;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;NoteLedge_Lite_1.4.1;Screenshot_0;0.913;0.9545;14.704;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;notePad+_3.2.10;Screenshot_0;1;1;17.667;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notepad_(Blocco_note)_2.3.8;Screenshot_0;1;1;0.9875;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notepad_Plus_-_To-Do_&_Diary_1.2.0;Screenshot_0;1;1;0.8772;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notes_(Beta)_1.07;Screenshot_0;1;0.8462;0.9554;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notes_Plus_1.0.0;Screenshot_0;0.875;0.875;0.853;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notes_with_Password_0.1;Screenshot_0;1;0.8;0.9616;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Notif_0.7.1;Screenshot_0;1;1;10.195;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;NTW_Lite!_1.89b;Screenshot_0;1;1;0.9767;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;OCR_Scanner_-_Text_to_Speech._Voice_to_Text_1.4;Screenshot_0;1;1;10.814;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Office_365_Admin_3.5.0.0;Screenshot_0;1;1;10.448;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Office_Documents_Viewer_(Free)_1.26.19;Screenshot_0;1;1;0.913;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;OI_Notepad_1.3;Screenshot_0;1;0.6667;15.512;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Open365_2.0.4;Screenshot_0;1;1;0.9671;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Open_Note_1.2.2016;Screenshot_0;1;1;0.8729;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Paper_Formats_v7;Screenshot_0;0.913;0.913;10.218;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;PostStatut_5;Screenshot_0;0.8824;1;0.9632;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Quickoffice_-_Google_Apps_6.5.1.12;Screenshot_0;1;1;10.819;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;QuickThoughts_2.17.6;Screenshot_0;1;1;11.225;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Quick_Notes_1.0.2;Screenshot_0;1;0.7778;10.938;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Quick_Notes_1.3.0;Screenshot_0;0.6667;1;25.163;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Quotes_Kingdom_1.0;Screenshot_0;1;1;0.9671;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;QwickNote_1.0;Screenshot_0;0.7778;0.875;13.096;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Read_Out_1.0.0;Screenshot_0;1;0.75;0.9213;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Safe_Notes_1.7;Screenshot_0;1;1;0.9984;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Schedule_Deluxe_3.7.2;Screenshot_0;1;1;11.225;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;SC_2.0;Screenshot_0;0.875;0.875;15.037;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Secret_Notes2_1.2;Screenshot_0;0.8889;1;17.953;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;SimpleNotes_3.6.1;Screenshot_0;1;1;12.454;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Simple_Notepad_1.8.8;Screenshot_0;1;1;0.9191;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Speechnotes_1.69;Screenshot_0;1;1;13.605;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Status_New_3.9;Screenshot_0;1;0.9062;11.763;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Sync_Notes_-_Notepad_5.0;Screenshot_0;1;1;10.445;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Tamil_Keyboard_1.6.2;Screenshot_0;0.8;1;12.092;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Tasks_&_Notes_11.7.11;Screenshot_0;1;0.9412;10.565;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Texpand_1.8.7;Screenshot_0;1;1;0.9279;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;TextWarrior_0.93;Screenshot_0;1;1;0.8369;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Text_Scanner_(Scan_Computer)_-_Voice_Read_Pro;Screenshot_0;1;1;0.9463;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Text_Viewer_0.1.11;Screenshot_0;1;1;0.9304;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;To-Do_List_Widget_2.0;Screenshot_0;1;0.8462;10.965;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Todoist_15.0.3;Screenshot_0;1;0.75;10.536;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;To_Do_Reminder_2.68.50;Screenshot_0;1;1;10.514;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Turbo_Editor_2.4;Screenshot_0;1;0.8571;0.9195;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Txt_Reader_e_Writer_1.9;Screenshot_0;1;1;0.9152;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Unicode_-_Bijoy_Converter_2.0.0;Screenshot_0;1;0.9286;10.028;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Voice_to_Text_1.0.0;Screenshot_0;1;0.8333;0.9345;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;WeNote_1.89;Screenshot_0;0.9091;1;0.8922;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;WhatTheFont_1.1.1;Screenshot_0;0.3158;0.5455;14.834;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Writeaday_2.7.0;Screenshot_0;1;1;10.736;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Writeometer_1.9.1;Screenshot_0;1;1;11.143;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Writer_1.1;Screenshot_0;1;1;0.9217;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Writer_Plus_1.46;Screenshot_0;1;1;0.868;fullscreen
akaze_fullscreen;Google Nexus 5;Google_Nexus_5X;Write_Urdu_On_Photo_1.0.5;Screenshot_0;1;1;10.295;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;AcsNote_8.03;Screenshot_0;1;0.3793;12.565;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Appunti_4.02.1082481;Screenshot_0;1;1;22.961;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;appunti_scritto_0.0.16;Screenshot_0;1;1;11.375;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;ASCII_Text_Symbols_1.0;Screenshot_0;0.9697;0.7805;14.662;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Bangla_Note_2.3;Screenshot_0;1;1;12.729;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Belt.io_1.0.1;Screenshot_0;1;0.6667;14.715;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Catch_Notes_5.2.11;Screenshot_0;1;1;14.095;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Cek_Pulsa_Kuota_Semua_Operator_Seluler_1.2;Screenshot_0;1;1;1.904;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Character_Story_Planner_2_1.91;Screenshot_0;1;0.875;13.265;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Clipboard_Contents_6.3.1.10;Screenshot_0;1;0.8571;12.252;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Clipboard_Manager_4;Screenshot_0;1;1;1.33;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;ColorNote_Notepad_4.1.4;Screenshot_0;1;0.8333;12.427;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Cute_Text_Photo_Maker_and_Editor_1.0;Screenshot_0;1;1;17.204;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Death_Note_3.1.5;Screenshot_0;1;1;14.315;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Diario_Segreto_2.8;Screenshot_0;1;1;16.378;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Document_Manager_1.9;Screenshot_0;1;0.6;12.554;fullscreen
akaze_fullscreen;Google Nexus 5;Nexus_6P_API_25;Fancy_Text_Free_3.5;Screenshot_0;1;1;13.638;fullscreen
